"indicator_id","type","value","provider","observed_roles","evidence_tier","first_observed","last_observed","observation_count","status","confidence","source_id","safe_for_blocking","notes"
"domain-0080","domain","hostinger-mail-ewgjnwrkgnkrw-gyxvfyffquuiipbkkarsoucn[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-05-14T18:01:02.771000Z","2026-05-14T18:46:43.779000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0081","domain","hostinger-mail-ewgjnwrkgnkrw-harfjvyupdtgyfazaiqunxqj[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-05-22T04:18:07.250000Z","2026-07-20T03:14:08.869000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0082","domain","hostinger-mail-ewgjnwrkgnkrw-heacayjqrqoieeurcmblrhqg[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-05-08T16:52:06.504000Z","2026-07-05T14:45:00.185000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0083","domain","hostinger-mail-ewgjnwrkgnkrw-hmnvbtxxzijrenmsibcvacph[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-07-25T00:41:48.461000Z","2026-07-25T00:41:48.461000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0084","domain","hostinger-mail-ewgjnwrkgnkrw-hnmbdibestuodixpnrtsxfpt[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-04-22T10:21:44.132000Z","2026-04-22T19:33:35.443000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0085","domain","hostinger-mail-ewgjnwrkgnkrw-hqdinlwyeozrtamjgdkmvedh[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-05-04T12:03:57.054000Z","2026-05-04T12:03:57.054000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0086","domain","hostinger-mail-ewgjnwrkgnkrw-hqvpumujfcamprgqzjxqbzgz[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-08-13T22:46:30.597000Z","2026-08-14T13:13:18.259000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0087","domain","hostinger-mail-ewgjnwrkgnkrw-hveczahoxhyznxtgtbjvswlk[.]pages[.]dev","Cloudflare Pages","final-page;task","confirmed-main-family","2026-05-07T19:39:11.595000Z","2026-07-05T13:24:20.228000Z","3","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0088","domain","hostinger-mail-ewgjnwrkgnkrw-hwfnjcsxwjodkmivpkhyqofo[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-05-11T06:29:04.637000Z","2026-05-11T06:29:04.637000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0089","domain","hostinger-mail-ewgjnwrkgnkrw-hxhfvdijgcmyljteizqlzigx[.]pages[.]dev","Cloudflare Pages","final-page;task","confirmed-main-family","2026-04-17T10:21:55.359000Z","2026-07-31T12:26:18.469000Z","3","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0090","domain","hostinger-mail-ewgjnwrkgnkrw-hxlrbwmikroutnjyqwzidolv[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-04-22T01:02:58.815000Z","2026-04-22T04:48:13.036000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0091","domain","hostinger-mail-ewgjnwrkgnkrw-hzvwfklliatjjxofaimyxnug[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-05-06T08:26:21.142000Z","2026-07-04T12:35:25.585000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0092","domain","hostinger-mail-ewgjnwrkgnkrw-iaxdpnztizfuyeiptugvgkjq[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-05-12T14:21:59.180000Z","2026-07-23T02:55:49.101000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0093","domain","hostinger-mail-ewgjnwrkgnkrw-ibzbdrilpbudogemzuzwpboq[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-04-28T06:44:30.343000Z","2026-06-26T08:01:47.821000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0094","domain","hostinger-mail-ewgjnwrkgnkrw-icaazcurrpgvccmtuiifuqfc[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-06-26T17:26:56.669000Z","2026-06-27T03:39:08.058000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0095","domain","hostinger-mail-ewgjnwrkgnkrw-ieomxlcmngangibxzebccrsy[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-06-24T12:30:19.535000Z","2026-08-23T16:35:59.193000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0096","domain","hostinger-mail-ewgjnwrkgnkrw-ifsqezkvbvuvpernfqaorwgp[.]pages[.]dev","Cloudflare Pages","final-page;task","confirmed-main-family","2026-04-16T18:23:15.508000Z","2026-04-16T18:23:15.508000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0097","domain","hostinger-mail-ewgjnwrkgnkrw-igszegxqjssdkcehndgymtxv[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-05-11T04:55:55.051000Z","2026-05-11T04:55:55.051000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0098","domain","hostinger-mail-ewgjnwrkgnkrw-igthuuopwnphyuitxsnqmown[.]pages[.]dev","Cloudflare Pages","final-page;task","confirmed-main-family","2026-06-29T13:17:07.072000Z","2026-06-29T13:24:04.569000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0099","domain","hostinger-mail-ewgjnwrkgnkrw-iirmrmkmxjnpwceekaxknpkx[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-07-10T00:35:48.785000Z","2026-07-10T00:36:46.810000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0100","domain","hostinger-mail-ewgjnwrkgnkrw-ilbwdwfkdmpncxwxzxcgagzb[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-08-14T08:11:05.925000Z","2026-08-14T23:05:45.904000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0101","domain","hostinger-mail-ewgjnwrkgnkrw-ilhccgponpuokmytvetgdksb[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-07-10T03:29:54.873000Z","2026-07-10T03:43:30.461000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0102","domain","hostinger-mail-ewgjnwrkgnkrw-inawjynkxqcczsvezihzuaqw[.]pages[.]dev","Cloudflare Pages","final-page;task","confirmed-main-family","2026-04-16T20:44:53.918000Z","2026-04-16T20:44:53.918000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0103","domain","hostinger-mail-ewgjnwrkgnkrw-inudwwvzhmkntyepkjrtexri[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-05-15T04:23:53.719000Z","2026-05-15T09:29:18.708000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0104","domain","hostinger-mail-ewgjnwrkgnkrw-ioupnpgfrdzszboshvguqsro[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-06-26T10:50:33.227000Z","2026-06-27T22:14:58.080000Z","3","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0105","domain","hostinger-mail-ewgjnwrkgnkrw-iydfdbwiaahbwsnzvgpjubhz[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-06-03T11:14:07.246000Z","2026-06-04T06:51:17.764000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0106","domain","hostinger-mail-ewgjnwrkgnkrw-izfatthayqqqqgsioctpisxp[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-06-23T03:50:35.224000Z","2026-06-23T18:34:00.677000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0107","domain","hostinger-mail-ewgjnwrkgnkrw-jbpabjsypflnuqhogwhwnbac[.]pages[.]dev","Cloudflare Pages","final-page;task","confirmed-main-family","2026-05-12T05:40:53.733000Z","2026-05-12T18:22:57.136000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0108","domain","hostinger-mail-ewgjnwrkgnkrw-jcamcdghxzpvsafsccaqaniq[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-07-03T11:54:23.074000Z","2026-07-03T17:58:12.755000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0109","domain","hostinger-mail-ewgjnwrkgnkrw-jcnpttowhlsebsochbalrbiu[.]pages[.]dev","Cloudflare Pages","final-page;task","confirmed-main-family","2026-04-06T05:22:47.018000Z","2026-04-16T05:59:51.043000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0110","domain","hostinger-mail-ewgjnwrkgnkrw-jemnyqmtpjaejbjhlgawhujs[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-04-27T10:06:10.748000Z","2026-04-27T10:06:10.748000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0111","domain","hostinger-mail-ewgjnwrkgnkrw-jfumjjuuwgboysylaabzboab[.]pages[.]dev","Cloudflare Pages","final-page;task","confirmed-main-family","2026-04-16T17:01:47.557000Z","2026-04-16T17:01:47.557000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0112","domain","hostinger-mail-ewgjnwrkgnkrw-jggvibvjymeuunnuocrdgoqw[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-06-17T11:52:45.473000Z","2026-08-15T13:44:20.993000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0113","domain","hostinger-mail-ewgjnwrkgnkrw-jgrwmbpgqiroevgirnaokbly[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-06-23T03:55:45.842000Z","2026-08-22T02:55:58.339000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0114","domain","hostinger-mail-ewgjnwrkgnkrw-jjaviilxiizchquqoirpfyyr[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-04-21T12:00:47.982000Z","2026-04-21T12:00:47.982000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0115","domain","hostinger-mail-ewgjnwrkgnkrw-jlaiyqktsohnsplkfndeohar[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-05-07T11:50:48.347000Z","2026-07-13T00:44:43.923000Z","4","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0116","domain","hostinger-mail-ewgjnwrkgnkrw-jqdctrojdxknzyftrwrfqiog[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-08-13T07:00:15.537000Z","2026-08-13T07:00:15.537000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0117","domain","hostinger-mail-ewgjnwrkgnkrw-jqmsrfxjopzgmpiirjvzscez[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-06-07T04:37:16.866000Z","2026-08-14T15:38:36.844000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0118","domain","hostinger-mail-ewgjnwrkgnkrw-jsitjopkllityqulptpdbkvs[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-04-22T17:41:49.632000Z","2026-07-24T08:13:07.279000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0119","domain","hostinger-mail-ewgjnwrkgnkrw-jveddcnrhjzajmufsmxawbdm[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-06-29T20:36:01.390000Z","2026-06-30T03:12:46.928000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0120","domain","hostinger-mail-ewgjnwrkgnkrw-kdbtutcjysbtdwylrlwpnodk[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-05-18T23:08:01.604000Z","2026-06-23T17:13:43.702000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0121","domain","hostinger-mail-ewgjnwrkgnkrw-kfktngvebaknwqbjmltcbmrn[.]pages[.]dev","Cloudflare Pages","final-page;task","confirmed-main-family","2026-06-16T04:05:01.459000Z","2026-06-16T04:05:01.459000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0122","domain","hostinger-mail-ewgjnwrkgnkrw-khhbrgtcginzltmykcpeoaxs[.]pages[.]dev","Cloudflare Pages","final-page;task","confirmed-main-family","2026-05-01T11:17:49.462000Z","2026-06-29T15:29:56.728000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0123","domain","hostinger-mail-ewgjnwrkgnkrw-khrucpcpxqzjsdpurdtgvnjm[.]pages[.]dev","Cloudflare Pages","final-page;task","confirmed-main-family","2026-06-20T05:17:32.440000Z","2026-08-17T19:18:06.940000Z","5","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0124","domain","hostinger-mail-ewgjnwrkgnkrw-knpzuyfbwswjhevndsjpaipr[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-05-27T20:14:25.874000Z","2026-07-26T09:05:34.920000Z","3","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0125","domain","hostinger-mail-ewgjnwrkgnkrw-kqunagwdnaqwiioriebcfvfb[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-05-29T10:19:37.869000Z","2026-05-29T10:19:37.869000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0126","domain","hostinger-mail-ewgjnwrkgnkrw-kshimbtalznnuqwuxfywhwvz[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-05-28T16:48:32.299000Z","2026-07-26T09:00:55.742000Z","4","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0127","domain","hostinger-mail-ewgjnwrkgnkrw-kushraaynvzbcapuribgwlok[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-05-06T12:26:48.117000Z","2026-07-04T10:33:39.268000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0128","domain","hostinger-mail-ewgjnwrkgnkrw-kvftyayljmmcwsnssmafodsv[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-08-17T07:03:31.457000Z","2026-08-17T07:03:31.457000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0129","domain","hostinger-mail-ewgjnwrkgnkrw-lbixkrywtloyyjwerlnxmlqa[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-04-22T15:47:25.345000Z","2026-06-20T07:54:21.649000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0130","domain","hostinger-mail-ewgjnwrkgnkrw-lbnqbkjmfgcgxkwwxahruywr[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-05-25T05:35:25.066000Z","2026-05-25T05:35:25.066000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0131","domain","hostinger-mail-ewgjnwrkgnkrw-ldveavkxrrzkglkhkieeunwb[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-06-07T07:14:29.813000Z","2026-08-06T07:57:17.425000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0132","domain","hostinger-mail-ewgjnwrkgnkrw-lgptoushzeunbhkhduxdmjej[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-06-19T12:23:06.601000Z","2026-07-07T07:13:01.362000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0133","domain","hostinger-mail-ewgjnwrkgnkrw-lmiprndmkagtyfogtiypuwdp[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-05-16T19:29:13.181000Z","2026-05-16T21:12:43.069000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0134","domain","hostinger-mail-ewgjnwrkgnkrw-lnbdnnhjpfwjzaazlueaylbl[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-06-27T15:10:17.803000Z","2026-06-28T00:28:41.963000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0135","domain","hostinger-mail-ewgjnwrkgnkrw-lnlmtubjmlrpgihqjzmbmzxo[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-06-26T14:54:17.581000Z","2026-06-26T15:55:20.841000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0136","domain","hostinger-mail-ewgjnwrkgnkrw-lnojrsoalhhtimnyjivblzkb[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-07-03T00:36:54.007000Z","2026-07-03T02:12:03.741000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0137","domain","hostinger-mail-ewgjnwrkgnkrw-lnuaqcffzghwxdzoilxepbli[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-08-08T07:57:33.792000Z","2026-08-08T07:57:33.792000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0138","domain","hostinger-mail-ewgjnwrkgnkrw-lqopubecjkmuveizmnlcgcze[.]pages[.]dev","Cloudflare Pages","final-page;task","confirmed-main-family","2026-04-16T15:59:45.494000Z","2026-08-01T08:44:42.852000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0139","domain","hostinger-mail-ewgjnwrkgnkrw-lyjhzymdorkpjbqzoynjdahp[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-05-01T06:56:28.413000Z","2026-06-29T12:34:10.712000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0140","domain","hostinger-mail-ewgjnwrkgnkrw-lzrdgyfuvsruqjzfurxnjuml[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-05-19T16:30:25.080000Z","2026-05-19T22:36:05.218000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0141","domain","hostinger-mail-ewgjnwrkgnkrw-mawabtcgchqtmlsrvabsujbk[.]pages[.]dev","Cloudflare Pages","final-page;task","confirmed-main-family","2026-04-16T04:23:20.817000Z","2026-08-21T22:54:41.208000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0142","domain","hostinger-mail-ewgjnwrkgnkrw-mfwthdmeldtpmyomydutakux[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-06-23T01:54:14.921000Z","2026-08-21T19:54:30.575000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0143","domain","hostinger-mail-ewgjnwrkgnkrw-mgohrfmqcdqerlmjymaytfcj[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-05-19T06:41:34.033000Z","2026-07-17T08:47:17.623000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0144","domain","hostinger-mail-ewgjnwrkgnkrw-miglikekbihcmdvmejmsjrsk[.]pages[.]dev","Cloudflare Pages","final-page;task","confirmed-main-family","2026-04-16T19:51:43.883000Z","2026-04-16T19:51:43.883000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0145","domain","hostinger-mail-ewgjnwrkgnkrw-mnpgxunnpvxnkmuvadoxjlec[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-07-25T17:58:46.472000Z","2026-07-25T17:58:46.472000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0146","domain","hostinger-mail-ewgjnwrkgnkrw-movqvujzvdqvldtkqttpbcfr[.]pages[.]dev","Cloudflare Pages","final-page;task","confirmed-main-family","2026-04-13T03:56:34.206000Z","2026-04-16T02:32:34.897000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0147","domain","hostinger-mail-ewgjnwrkgnkrw-mqapdtqrxocqxwwfmfubsblh[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-05-27T06:24:21.895000Z","2026-07-25T07:09:57.602000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0148","domain","hostinger-mail-ewgjnwrkgnkrw-mqzpyzcwhydzufpsixmedcaq[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-04-24T11:33:25.704000Z","2026-04-25T06:28:01.802000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0149","domain","hostinger-mail-ewgjnwrkgnkrw-mztfripnbosfenarqyobfgdv[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-08-16T15:48:23.940000Z","2026-08-16T15:48:23.940000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0150","domain","hostinger-mail-ewgjnwrkgnkrw-naaeknebqwuszyxyiknestig[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-06-24T14:32:00.778000Z","2026-06-24T14:41:26.967000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0151","domain","hostinger-mail-ewgjnwrkgnkrw-nagtaippyrlivhoelallfzto[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-04-28T03:02:54.089000Z","2026-06-26T15:13:59.292000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0152","domain","hostinger-mail-ewgjnwrkgnkrw-natgldkucoshzpkqzwijexzm[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-06-16T06:43:32.268000Z","2026-07-31T17:48:23.851000Z","6","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0153","domain","hostinger-mail-ewgjnwrkgnkrw-nckraraoyuuzcnafwcqamxdh[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-04-21T13:23:07.755000Z","2026-06-19T18:14:52.450000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0154","domain","hostinger-mail-ewgjnwrkgnkrw-nctqqfxlzutnyunagqpgkgmy[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-04-23T07:47:31.492000Z","2026-06-22T02:05:42.967000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0155","domain","hostinger-mail-ewgjnwrkgnkrw-nekoanupeujaygucduebaghy[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-06-04T03:05:27.144000Z","2026-06-04T12:56:44.593000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0156","domain","hostinger-mail-ewgjnwrkgnkrw-nfcsnmbrufhcdkyeagfkwbff[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-07-03T08:15:36.203000Z","2026-07-03T13:09:59.542000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0157","domain","hostinger-mail-ewgjnwrkgnkrw-njiobvtzvetbzirednnwfrnk[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-07-13T07:17:50.382000Z","2026-07-13T07:17:50.382000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0158","domain","hostinger-mail-ewgjnwrkgnkrw-nlhoqyvcmusagoclobzbzeqx[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-08-16T14:22:20.399000Z","2026-08-16T14:22:20.399000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
